BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;GESCHLECHT_CODE;GESCHLECHT_BEZEICHNUNG;NATIONALITAET_CODE;NATIONALITAET_BEZEICHNUNG;ANZAHL_PERSONEN
4711;Affeltrangen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;167; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;477; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;144; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;444; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;107; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;1298; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;172; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;1204; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;146; 
4723;Braunau;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;342; 
4723;Braunau;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;42; 
4723;Braunau;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;346; 
4723;Braunau;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;35; 
4724;Eschlikon;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;1864; 
4724;Eschlikon;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;310; 
4724;Eschlikon;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;1836; 
4724;Eschlikon;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;286; 
4726;Fischingen;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;1225; 
4726;Fischingen;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;130; 
4726;Fischingen;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;1228; 
4726;Fischingen;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;97; 
4741;Lommis;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;525; 
4741;Lommis;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;84; 
4741;Lommis;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;540; 
4741;Lommis;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;66; 
4746;Münchwilen;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;2070; 
4746;Münchwilen;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;633; 
4746;Münchwilen;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;2132; 
4746;Münchwilen;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;518; 
4751;Rickenbach;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;874; 
4751;Rickenbach;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;534; 
4751;Rickenbach;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;906; 
4751;Rickenbach;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;454; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;398; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;39; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;370; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;32; 
4761;Sirnach;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;2921; 
4761;Sirnach;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;1001; 
4761;Sirnach;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;2961; 
4761;Sirnach;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;814; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;671; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;132; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;676; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;115; 
4781;Wängi;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;2026; 
4781;Wängi;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;353; 
4781;Wängi;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;1908; 
4781;Wängi;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;327; 
4786;Wilen;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;1091; 
4786;Wilen;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;172; 
4786;Wilen;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;1091; 
4786;Wilen;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;128; 
4791;Wuppenau;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;522; 
4791;Wuppenau;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;42; 
4791;Wuppenau;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;536; 
4791;Wuppenau;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;33; 
4801;Berlingen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;315; 
4801;Berlingen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;122; 
4801;Berlingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;354; 
4801;Berlingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;96; 
4806;Eschenz;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;707; 
4806;Eschenz;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;158; 
4806;Eschenz;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;720; 
4806;Eschenz;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;136; 
4811;Herdern;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;456; 
4811;Herdern;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;56; 
4811;Herdern;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;471; 
4811;Herdern;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;40; 
4816;Homburg;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;704; 
4816;Homburg;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;57; 
4816;Homburg;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;721; 
4816;Homburg;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;55; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;760; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;91; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;771; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;79; 
4826;Mammern;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;239; 
4826;Mammern;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;88; 
4826;Mammern;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;243; 
4826;Mammern;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;80; 
4831;Müllheim;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;1211; 
4831;Müllheim;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;266; 
4831;Müllheim;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;1254; 
4831;Müllheim;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;199; 
4841;Pfyn;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;816; 
4841;Pfyn;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;151; 
4841;Pfyn;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;854; 
4841;Pfyn;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;122; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;183; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;22; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;172; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;14; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2016;1;Männlich;1;Schweiz;465; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2016;1;Männlich;2;Ausland;179; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2016;2;Weiblich;1;Schweiz;480; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2016;2;Weiblich;2;Ausland;161; 
4864;Steckborn;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;1342; 
4864;Steckborn;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;566; 
4864;Steckborn;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;1449; 
4864;Steckborn;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;383; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;634; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;173; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;695; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;152; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;596; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;82; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;583; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;40; 
4891;Berg;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1410; 
4891;Berg;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;246; 
4891;Berg;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1432; 
4891;Berg;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;213; 
4901;Birwinken;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;595; 
4901;Birwinken;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;77; 
4901;Birwinken;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;594; 
4901;Birwinken;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;71; 
4911;Bürglen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1316; 
4911;Bürglen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;594; 
4911;Bürglen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1372; 
4911;Bürglen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;459; 
4921;Bussnang;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;987; 
4921;Bussnang;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;181; 
4921;Bussnang;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;963; 
4921;Bussnang;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;130; 
4941;Märstetten;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1205; 
4941;Märstetten;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;186; 
4941;Märstetten;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1218; 
4941;Märstetten;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;175; 
4946;Weinfelden;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;4291; 
4946;Weinfelden;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;1351; 
4946;Weinfelden;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;4463; 
4946;Weinfelden;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;1136; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1027; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;206; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1019; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;158; 
4401;Arbon;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;4688; 
4401;Arbon;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;2371; 
4401;Arbon;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;5092; 
4401;Arbon;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;2033; 
4406;Dozwil;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;291; 
4406;Dozwil;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;50; 
4406;Dozwil;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;295; 
4406;Dozwil;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;45; 
4411;Egnach;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;2007; 
4411;Egnach;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;328; 
4411;Egnach;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;1958; 
4411;Egnach;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;269; 
4416;Hefenhofen;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;536; 
4416;Hefenhofen;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;96; 
4416;Hefenhofen;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;521; 
4416;Hefenhofen;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;77; 
4421;Horn;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;1060; 
4421;Horn;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;244; 
4421;Horn;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;1097; 
4421;Horn;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;191; 
4426;Kesswil;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;402; 
4426;Kesswil;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;83; 
4426;Kesswil;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;425; 
4426;Kesswil;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;87; 
4431;Roggwil;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;1307; 
4431;Roggwil;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;170; 
4431;Roggwil;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;1321; 
4431;Roggwil;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;149; 
4436;Romanshorn;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;3541; 
4436;Romanshorn;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;1729; 
4436;Romanshorn;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;3887; 
4436;Romanshorn;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;1551; 
4441;Salmsach;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;505; 
4441;Salmsach;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;202; 
4441;Salmsach;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;522; 
4441;Salmsach;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;173; 
4446;Sommeri;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;217; 
4446;Sommeri;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;29; 
4446;Sommeri;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;250; 
4446;Sommeri;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;24; 
4451;Uttwil;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;728; 
4451;Uttwil;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;181; 
4451;Uttwil;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;757; 
4451;Uttwil;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;164; 
4461;Amriswil;2011;Bezirk Arbon;2015;1;Männlich;1;Schweiz;4339; 
4461;Amriswil;2011;Bezirk Arbon;2015;1;Männlich;2;Ausland;2101; 
4461;Amriswil;2011;Bezirk Arbon;2015;2;Weiblich;1;Schweiz;4740; 
4461;Amriswil;2011;Bezirk Arbon;2015;2;Weiblich;2;Ausland;1867; 
4471;Bischofszell;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;2116; 
4471;Bischofszell;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;849; 
4471;Bischofszell;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;2213; 
4471;Bischofszell;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;683; 
4476;Erlen;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;1322; 
4476;Erlen;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;511; 
4476;Erlen;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;1336; 
4476;Erlen;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;439; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;878; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;94; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;853; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;85; 
4495;Hohentannen;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;287; 
4495;Hohentannen;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;35; 
4495;Hohentannen;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;263; 
4495;Hohentannen;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;27; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;1353; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;466; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;1371; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;361; 
4506;Sulgen;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;1351; 
4506;Sulgen;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;489; 
4506;Sulgen;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;1413; 
4506;Sulgen;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;423; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;1023; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;146; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;954; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;124; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;779; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;138; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;768; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;122; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;1178; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;691; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;1229; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;548; 
4546;Schlatt;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;717; 
4546;Schlatt;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;105; 
4546;Schlatt;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;733; 
4546;Schlatt;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;92; 
4551;Aadorf;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;3668; 
4551;Aadorf;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;788; 
4551;Aadorf;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;3721; 
4551;Aadorf;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;616; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;1104; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;299; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;1058; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;225; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;8985; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;3056; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;9957; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;2735; 
4571;Gachnang;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;1686; 
4571;Gachnang;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;321; 
4571;Gachnang;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;1711; 
4571;Gachnang;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;260; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;386; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;46; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;369; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;28; 
4591;Matzingen;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;988; 
4591;Matzingen;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;334; 
4591;Matzingen;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;991; 
4591;Matzingen;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;305; 
4601;Neunforn;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;463; 
4601;Neunforn;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;35; 
4601;Neunforn;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;436; 
4601;Neunforn;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;23; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;536; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;63; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;526; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;39; 
4611;Thundorf;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;674; 
4611;Thundorf;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;64; 
4611;Thundorf;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;647; 
4611;Thundorf;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;42; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;505; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;49; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;498; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;34; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;568; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;63; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;556; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;51; 
4641;Altnau;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;847; 
4641;Altnau;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;215; 
4641;Altnau;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;891; 
4641;Altnau;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;195; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;763; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;336; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;749; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;318; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;1085; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;499; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;1185; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;430; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;91; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;73; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;100; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;56; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;634; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;160; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;638; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;142; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;981; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;233; 
